1060105428	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		0	0874	087	08	2	10.0	8	1	8	-2.64650283553875	3	Peachtree City, Georgia, United States	US	USGA	GA113	33.3968	-84.5958	320310	0								3	Peachtree City, Georgia, United States	US	USGA		33.3968	-84.5958	320310	20220825080000	https://www.fox35orlando.com/news/peachtree-city-walmart-fire
1060105429	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		1	111	111	11	3	-2.0	2	1	2	-4.45205479452055	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220825080000	http://www.msn.com/en-us/news/us/desantis-calls-fauci-a-little-elf-that-should-be-chucked-across-the-potomac/ar-AA114UJw
1060105430	20220825	202208	2022	2022.6438	USA	IOWA	USA																		1	180	180	18	4	-9.0	8	2	8	-4.14201183431953	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825080000	https://www.wdsu.com/article/all-saints-catholic-church-fire-1995/40952585
1060105431	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	4	1	4	-6.09756097560975	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825080000	https://www.suncommercial.com/news/article_f8999298-a616-5be5-b2d1-f198e6022e26.html
1060105432	20220825	202208	2022	2022.6438	USA	VIRGINIA	USA								BEL	BELGIUM	BEL								0	042	042	04	1	1.9	1	1	1	2.32919254658385	4	Buzet, Waals Gewest, Belgium	BE	BE14	5854	50.5379	4.36705	-1955710	4	Buzet, Waals Gewest, Belgium	BE	BE14	5854	50.5379	4.36705	-1955710	4	Buzet, Waals Gewest, Belgium	BE	BE14	5854	50.5379	4.36705	-1955710	20220825080000	https://www.theepochtimes.com/17-year-old-pilot-sets-record-for-solo-flight-around-world_4685953.html
1060105433	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								CHRCTH	CATHOLIC				CHR	CTH				1	112	112	11	3	-2.0	16	2	8	-4.14201183431953	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825080000	https://www.wdsu.com/article/all-saints-catholic-church-fire-1995/40952585
1060105434	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								COP	POLICE						COP			0	013	013	01	1	0.4	4	1	4	-5.55555555555556	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220825080000	https://www.nbcconnecticut.com/news/national-international/japan-police-chief-to-resign-over-shinzo-abe-assassination/2859087/
1060105435	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	4	1	4	2.56673511293635	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105436	20220825	202208	2022	2022.6438	USA	NEW JERSEY	USA								CVL	VILLAGE						CVL			1	043	043	04	1	2.8	2	1	2	-5.24079320113315	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825080000	https://thebostonpilot.com/Opinion/article.asp?ID=193004
1060105437	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								CVL	VILLAGE						CVL			1	043	043	04	1	2.8	5	1	5	-5.24079320113315	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825080000	https://thebostonpilot.com/Opinion/article.asp?ID=193004
1060105438	20220825	202208	2022	2022.6438	USA	NEW JERSEY	USA								CVL	VILLAGE						CVL			1	043	043	04	1	2.8	2	1	2	-5.24079320113315	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825080000	https://thebostonpilot.com/Opinion/article.asp?ID=193004
1060105439	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	046	046	04	1	7.0	3	1	3	2.56673511293635	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105440	20220825	202208	2022	2022.6438	USA	MISSOURI	USA								EDU	STUDENT						EDU			1	050	050	05	1	3.5	1	1	1	-3.6480686695279	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	20220825080000	http://www.msn.com/en-us/news/us/missouri-school-district-reinstates-spanking-students-as-last-resort/ar-AA114yXe
1060105441	20220825	202208	2022	2022.6438	USA	MISSOURI	USA								EDU	STUDENT						EDU			1	050	050	05	1	3.5	1	1	1	-3.6480686695279	3	Cassville, Missouri, United States	US	USMO	MO009	36.677	-93.8688	749248	3	Cassville, Missouri, United States	US	USMO	MO009	36.677	-93.8688	749248	3	Cassville, Missouri, United States	US	USMO	MO009	36.677	-93.8688	749248	20220825080000	http://www.msn.com/en-us/news/us/missouri-school-district-reinstates-spanking-students-as-last-resort/ar-AA114yXe
1060105442	20220825	202208	2022	2022.6438	USA	NEW HAMPSHIRE	USA								EDU	SCHOOL						EDU			0	051	051	05	1	3.4	10	1	10	1.05263157894737	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220825080000	https://www.publicnewsservice.org/2022-08-25/philanthropy/report-finds-crisis-pregnancy-centers-and-affiliates-get-billions-in-funding/a80388-2
1060105443	20220825	202208	2022	2022.6438	USA	NEW HAMPSHIRE	USA								EDU	SCHOOL						EDU			0	110	110	11	3	-2.0	10	1	10	1.05263157894737	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220825080000	https://www.publicnewsservice.org/2022-08-25/philanthropy/report-finds-crisis-pregnancy-centers-and-affiliates-get-billions-in-funding/a80388-2
1060105444	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								GOV	GOVERNANCE						GOV			0	020	020	02	1	3.0	2	1	2	1.05263157894737	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825080000	https://www.publicnewsservice.org/2022-08-25/philanthropy/report-finds-crisis-pregnancy-centers-and-affiliates-get-billions-in-funding/a80388-2
1060105445	20220825	202208	2022	2022.6438	USA	NEW MEXICO	USA								GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	5	1	5	-0.26086956521739	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220825080000	https://www.lcsun-news.com/story/news/2022/08/25/climate-change-fossil-fuel-policies-top-issues-in-new-mexico-election/65416616007/
1060105446	20220825	202208	2022	2022.6438	USA	THE US	USA								GOV	ADMINISTRATION						GOV			1	051	051	05	1	3.4	10	1	10	6.73076923076923	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	20220825080000	https://www.arabnews.com/node/2149936/middle-east
1060105447	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								GOV	GOVERNANCE						GOV			0	060	060	06	2	6.0	2	1	2	1.05263157894737	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220825080000	https://www.publicnewsservice.org/2022-08-25/philanthropy/report-finds-crisis-pregnancy-centers-and-affiliates-get-billions-in-funding/a80388-2
1060105448	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								JEW	RABBI				JEW					1	043	043	04	1	2.8	1	1	1	2.56673511293635	3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105449	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								JEW	RABBI				JEW					1	043	043	04	1	2.8	1	1	1	2.56673511293635	3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	3	Camp Ramah, California, United States	US	USCA		34.4628	-119.264	1870546	3	Camp Ramah, California, United States	US	USCA		34.4628	-119.264	1870546	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105450	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								JEW	RABBI				JEW					1	043	043	04	1	2.8	1	1	1	2.56673511293635	3	Camp Ramah, California, United States	US	USCA	CA111	34.4628	-119.264	1870546	3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105451	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								JEW	RABBI				JEW					1	043	043	04	1	2.8	5	1	5	2.56673511293635	3	Camp Ramah, California, United States	US	USCA	CA111	34.4628	-119.264	1870546	3	Camp Ramah, California, United States	US	USCA		34.4628	-119.264	1870546	3	Camp Ramah, California, United States	US	USCA		34.4628	-119.264	1870546	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105452	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			1	030	030	03	1	4.0	8	1	8	1.62790697674419	3	Southfield, Michigan, United States	US	USMI	MI125	42.4734	-83.2219	638439	3	Southfield, Michigan, United States	US	USMI	MI125	42.4734	-83.2219	638439	3	Southfield, Michigan, United States	US	USMI	MI125	42.4734	-83.2219	638439	20220825080000	https://www.pr.com/press-release/867922
1060105453	20220825	202208	2022	2022.6438	USA	AMERICAN	USA								SDN	KHARTOUM	SDN								1	043	043	04	1	2.8	1	1	1	2.10526315789474	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105454	20220825	202208	2022	2022.6438	USA	AMERICAN	USA								SDN	KHARTOUM	SDN								1	043	043	04	1	2.8	1	1	1	2.10526315789474	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105455	20220825	202208	2022	2022.6438	USA	AMERICAN	USA								SDN	SUDAN	SDN								1	0841	084	08	2	7.0	1	1	1	2.10526315789474	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105456	20220825	202208	2022	2022.6438	USA	AMERICAN	USA								SDN	SUDAN	SDN								1	0841	084	08	2	7.0	1	1	1	2.10526315789474	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105457	20220825	202208	2022	2022.6438	USA	AMERICAN	USA								SDN	SUDAN	SDN								1	0841	084	08	2	7.0	2	1	2	3.27868852459016	1	United States	US	US		39.828175	-98.5795	US	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20220825080000	http://www.channelafrica.co.za/sabc/home/channelafrica/news/details?id=ecd86b83-d16d-47ef-af82-3d1e1d8b74ac&title=US%20sends%20first%20ambassador%20to%20Sudan%20in%2025%20years
1060105458	20220825	202208	2022	2022.6438	USA	THE US	USA								SDN	KHARTOUM	SDN								1	112	112	11	3	-2.0	5	1	5	2.10526315789474	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105459	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								USACOP	UNITED STATES	USA					COP			0	020	020	02	1	3.0	2	1	2	-2.64650283553875	3	Peachtree City, Georgia, United States	US	USGA	GA113	33.3968	-84.5958	320310	3	Peachtree City, Georgia, United States	US	USGA		33.3968	-84.5958	320310	3	Peachtree City, Georgia, United States	US	USGA		33.3968	-84.5958	320310	20220825080000	https://www.fox35orlando.com/news/peachtree-city-walmart-fire
1060105460	20220825	202208	2022	2022.6438	USA	ARIZONA	USA								USAJUD	ARIZONA	USA					JUD			1	020	020	02	1	3.0	6	1	6	-0.305810397553509	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220825080000	https://arizonadailyindependent.com/2022/08/24/dem-effort-to-make-hodge-podge-changes-to-election-laws-wont-be-on-ballot/
1060105461	20220825	202208	2022	2022.6438	USA	AMERICAN	USA								USAMIL	UNITED STATES	USA					MIL			0	030	030	03	1	4.0	2	1	2	-3.95480225988701	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105462	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								USAREL	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825080000	http://www.msn.com/en-us/movies/news/marvel-already-answered-she-hulk-s-hawkeye-mystery/ar-AA114GjJ
1060105463	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								VNM	VIETNAM	VNM								0	010	010	01	1	0.0	1	1	1	-5.54528650646947	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
1060105464	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								VNM	VIETNAM	VNM								0	010	010	01	1	0.0	1	1	1	-5.54528650646947	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
1060105465	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA								VNM	VIETNAM	VNM								0	020	020	02	1	3.0	2	1	2	-5.54528650646947	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
1060105466	20220825	202208	2022	2022.6438	USA	THE US	USA								YEM	YEMEN	YEM								1	050	050	05	1	3.5	10	1	10	6.73076923076923	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	20220825080000	https://www.arabnews.com/node/2149936/middle-east
1060105467	20220825	202208	2022	2022.6438	USAEDU	MISSOURI	USA					EDU			EDU	STUDENT						EDU			1	050	050	05	1	3.5	6	1	6	-3.6480686695279	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	20220825080000	http://www.msn.com/en-us/news/us/missouri-school-district-reinstates-spanking-students-as-last-resort/ar-AA114yXe
1060105468	20220825	202208	2022	2022.6438	USAGOV	NASA	USA					GOV													0	010	010	01	1	0.0	4	1	4	-0.56338028169014	3	Lunah, Kentucky, United States	US	USKY	KY025	37.5626	-83.1768	508517	0								3	Lunah, Kentucky, United States	US	USKY	KY025	37.5626	-83.1768	508517	20220825080000	https://spaceflightnow.com/2022/08/23/cubesats-on-artemis-1-to-pursue-bold-missions-in-deep-space/
1060105469	20220825	202208	2022	2022.6438	USAGOV	NASA	USA					GOV													0	010	010	01	1	0.0	6	1	6	-0.56338028169014	3	Morehead State University, Kentucky, United States	US	USKY	KY205	38.1867	-83.4332	514052	0								3	Morehead State University, Kentucky, United States	US	USKY		38.1867	-83.4332	514052	20220825080000	https://spaceflightnow.com/2022/08/23/cubesats-on-artemis-1-to-pursue-bold-missions-in-deep-space/
1060105470	20220825	202208	2022	2022.6438	USAGOV	INTERNAL REVENUE SERVICE	USA					GOV													1	043	043	04	1	2.8	10	1	10	-1.97461212976022	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220825080000	https://www.dailyastorian.com/opinion/columns/guest-column-put-the-interests-of-people-above-giant-corporations/article_e61b4c90-2337-11ed-9b30-57d04f88ad2d.html
1060105471	20220825	202208	2022	2022.6438	USAGOV	AMERICAN	USA					GOV			SDN	KHARTOUM	SDN								1	043	043	04	1	2.8	8	1	8	2.10526315789474	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105472	20220825	202208	2022	2022.6438	USAGOV	US AMBASSADOR	USA					GOV			USA	WASHINGTON	USA								1	014	014	01	1	0.0	3	1	3	6.73076923076923	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	20220825080000	https://www.arabnews.com/node/2149936/middle-east
1060105473	20220825	202208	2022	2022.6438	USAGOV	NASA	USA					GOV			USA	FLORIDA	USA								1	045	045	04	1	5.0	2	1	2	0.22573363431151	3	Titusville, Florida, United States	US	USFL	FL009	28.6122	-80.8076	292319	3	Titusville, Florida, United States	US	USFL	FL009	28.6122	-80.8076	292319	3	Titusville, Florida, United States	US	USFL	FL009	28.6122	-80.8076	292319	20220825080000	https://www.fox35orlando.com/news/artemis-1-how-to-watch-the-historic-launch-online-and-along-floridas-space-coast
1060105474	20220825	202208	2022	2022.6438	USAGOV	NASA	USA					GOV			USA	FLORIDA	USA								1	045	045	04	1	5.0	4	1	4	0.22573363431151	3	Titusville, Florida, United States	US	USFL	FL009	28.6122	-80.8076	292319	3	Parrish Park, Florida, United States	US	USFL		28.6242	-80.7945	300361	3	Titusville, Florida, United States	US	USFL	FL009	28.6122	-80.8076	292319	20220825080000	https://www.fox35orlando.com/news/artemis-1-how-to-watch-the-historic-launch-online-and-along-floridas-space-coast
1060105475	20220825	202208	2022	2022.6438	USAGOV	NASA	USA					GOV			USA	FLORIDA	USA								1	045	045	04	1	5.0	4	1	4	0.22573363431151	3	Titusville, Florida, United States	US	USFL	FL009	28.6122	-80.8076	292319	3	Parrish Park, Florida, United States	US	USFL		28.6242	-80.7945	300361	3	Parrish Park, Florida, United States	US	USFL		28.6242	-80.7945	300361	20220825080000	https://www.fox35orlando.com/news/artemis-1-how-to-watch-the-historic-launch-online-and-along-floridas-space-coast
