1060098904	20220825	202208	2022	2022.6438	GOV	MINIST OF FOREIGN AFFAIRS						GOV			PAK	ISLAMABAD	PAK								0	046	046	04	1	7.0	10	1	10	-6.50069156293223	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220825070000	https://dailytimes.com.pk/987128/fatf-grey-list-2/
1060098905	20220825	202208	2022	2022.6438	GOV	GOVERNOR						GOV			USA	CONNECTICUT	USA								1	042	042	04	1	1.9	1	1	1	3.35570469798658	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	3	Silas Bronson Library, Connecticut, United States	US	USCT		41.5543	-73.0448	1932876	20220825070000	https://news.hamlethub.com/danbury/life/50013-2022-connecticut-s-kid-governor-makhi-ettienne-modeste-to-visit-six-ct-libraries-including-silas-bronson-during-meet-and-greet-circuit
1060098906	20220825	202208	2022	2022.6438	GOV	GOVERNOR						GOV			USA	CONNECTICUT	USA								1	042	042	04	1	1.9	8	1	8	3.35570469798658	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220825070000	https://news.hamlethub.com/danbury/life/50013-2022-connecticut-s-kid-governor-makhi-ettienne-modeste-to-visit-six-ct-libraries-including-silas-bronson-during-meet-and-greet-circuit
1060098907	20220825	202208	2022	2022.6438	GOV	GOVERNMENT						GOV			VEN	VENEZUELA	VEN								0	050	050	05	1	3.5	8	1	8	-3.29024676850764	4	Matanzas, Matanzas, Cuba	CU	CU03	14758	23.0411	-81.5775	-1634849	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20220825070000	https://www.greenleft.org.au/content/colombian-govt-vows-tackle-violence-illegal-mining
1060098908	20220825	202208	2022	2022.6438	GOV	GOVERNMENT						GOV			VEN	VENEZUELA	VEN								0	050	050	05	1	3.5	2	1	2	-3.29024676850764	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20220825070000	https://www.greenleft.org.au/content/colombian-govt-vows-tackle-violence-illegal-mining
1060098909	20220825	202208	2022	2022.6438	GOVBUS	NATIONAL BANK						GOV	BUS												1	020	020	02	1	3.0	4	1	4	0.25974025974026	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825070000	https://zeenews.india.com/real-estate/pnb-mega-e-auction-for-properties-begins-today-check-docs-property-details-2501460.html
1060098910	20220825	202208	2022	2022.6438	GOVBUS	NATIONAL BANK						GOV	BUS		BUS	BANK						BUS			1	010	010	01	1	0.0	10	1	10	0.25974025974026	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825070000	https://zeenews.india.com/real-estate/pnb-mega-e-auction-for-properties-begins-today-check-docs-property-details-2501460.html
1060098911	20220825	202208	2022	2022.6438	GOVBUS	NATIONAL BANK						GOV	BUS		BUS	BANK						BUS			1	110	110	11	3	-2.0	10	1	10	0.25974025974026	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825070000	https://zeenews.india.com/real-estate/pnb-mega-e-auction-for-properties-begins-today-check-docs-property-details-2501460.html
1060098912	20220825	202208	2022	2022.6438	GOVBUS	NATIONAL BANK						GOV	BUS		IND	NEW DELHI	IND								1	020	020	02	1	3.0	6	1	6	0.25974025974026	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825070000	https://zeenews.india.com/real-estate/pnb-mega-e-auction-for-properties-begins-today-check-docs-property-details-2501460.html
1060098913	20220825	202208	2022	2022.6438	GOVEDU	MINIST OF EDUCATION						GOV	EDU		EDU	UNIVERSITY						EDU			0	020	020	02	1	3.0	10	1	10	-0.16474464579902	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220825070000	https://dailytimes.com.pk/987129/bangladesh-taking-new-measures-to-save-electricity/
1060098914	20220825	202208	2022	2022.6438	GOVEDU	MINIST OF EDUCATION						GOV	EDU		EDUGOV	UNIVERSITY						EDU	GOV		0	010	010	01	1	0.0	10	1	10	-0.16474464579902	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220825070000	https://dailytimes.com.pk/987129/bangladesh-taking-new-measures-to-save-electricity/
1060098915	20220825	202208	2022	2022.6438	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		EDU	SCHOOL						EDU			1	043	043	04	1	2.8	5	1	5	2.49343832020997	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825070000	https://www.telegram.com/story/news/2022/08/24/free-covid-19-vaccine-clinics-offered-worcester-fitchburg/7872429001/
1060098916	20220825	202208	2022	2022.6438	GOVMIL	DEFENCE MINIST						GOV	MIL												1	071	071	07	2	7.4	15	3	15	-1.60778175313059	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825070000	https://www.watoday.com.au/world/asia/taiwan-proposes-record-rise-in-defence-spending-jets-to-counter-china-20220825-p5bct7.html
1060098917	20220825	202208	2022	2022.6438	HLH	DOCTOR						HLH													0	010	010	01	1	0.0	6	2	6	1.21130551816958	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20220825070000	https://www.americanisraelite.com/online_features/senior_living/article_4deb2a42-66d6-5385-a5a9-0e4c8404fa7f.html
1060098918	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH													1	033	033	03	1	5.2	10	1	10	0.55710306406685	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20220825070000	https://www.thenorthernecho.co.uk/news/20674221.consultant-offers-reduced-waiting-times-better-outcomes-hip-knee-surgery/
1060098919	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH													1	060	060	06	2	6.0	10	1	10	0.55710306406685	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20220825070000	https://www.thenorthernecho.co.uk/news/20674221.consultant-offers-reduced-waiting-times-better-outcomes-hip-knee-surgery/
1060098920	20220825	202208	2022	2022.6438	HLH	NURSE						HLH													0	090	090	09	2	-2.0	5	1	5	-7.08812260536399	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220825070000	https://www.theguardian.com/australia-news/2022/aug/25/triage-nurse-tells-inquest-into-wa-girls-sepsis-death-that-exhausted-staff-were-under-pressure
1060098921	20220825	202208	2022	2022.6438	HLH	NURSE						HLH			AUS	AUSTRALIA	AUS								0	010	010	01	1	0.0	2	1	2	-7.08812260536399	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220825070000	https://www.theguardian.com/australia-news/2022/aug/25/triage-nurse-tells-inquest-into-wa-girls-sepsis-death-that-exhausted-staff-were-under-pressure
1060098922	20220825	202208	2022	2022.6438	HLH	NURSE						HLH			COP	DEPUTY						COP			0	010	010	01	1	0.0	3	1	3	-7.08812260536399	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220825070000	https://www.theguardian.com/australia-news/2022/aug/25/triage-nurse-tells-inquest-into-wa-girls-sepsis-death-that-exhausted-staff-were-under-pressure
1060098923	20220825	202208	2022	2022.6438	HLH	NURSE						HLH			COP	DEPUTY						COP			0	090	090	09	2	-2.0	5	1	5	-7.08812260536399	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220825070000	https://www.theguardian.com/australia-news/2022/aug/25/triage-nurse-tells-inquest-into-wa-girls-sepsis-death-that-exhausted-staff-were-under-pressure
1060098924	20220825	202208	2022	2022.6438	HLH	DOCTOR						HLH			NLD	NETHERLANDS	NLD								0	010	010	01	1	0.0	4	2	4	1.21130551816958	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220825070000	https://www.americanisraelite.com/online_features/senior_living/article_4deb2a42-66d6-5385-a5a9-0e4c8404fa7f.html
1060098925	20220825	202208	2022	2022.6438	IDN	INDONESIA	IDN																		1	020	020	02	1	3.0	2	1	2	1.05580693815988	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20220825070000	https://scrip.pharmaintelligence.informa.com/SC146936/Global-First-Approval-For-Takedas-Dengue-Vaccine-In-Indonesia
1060098926	20220825	202208	2022	2022.6438	IDN	INDONESIA	IDN																		1	172	172	17	4	-5.0	2	1	2	-8.56164383561643	4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	0								4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	20220825070000	http://dailyexpress.com.my/news/198218/fined-rm3-500-for-splashing-pink-paint-on-man-s-house/
1060098927	20220825	202208	2022	2022.6438	IDN	INDONESIA	IDN								JUD	MAGISTRATE						JUD			1	015	015	01	1	0.0	4	1	4	-8.56164383561643	4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	20220825070000	http://dailyexpress.com.my/news/198218/fined-rm3-500-for-splashing-pink-paint-on-man-s-house/
1060098928	20220825	202208	2022	2022.6438	IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD												0	094	094	09	2	-2.0	2	1	2	-5.20231213872832	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825070000	https://www.thejournal.ie/ukraine-plans-international-court-to-put-putin-on-trial-5848805-Aug2022/
1060098929	20220825	202208	2022	2022.6438	IND	JAIPUR	IND								pan	PUNJABI			pan						1	040	040	04	1	1.0	6	1	6	2.70270270270271	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220825070000	https://dailytimes.com.pk/987133/watch-indian-pilots-announcement-in-punjabi-english-mix-goes-viral/
1060098930	20220825	202208	2022	2022.6438	INDGOVBUSPTY	ANAND SHARMA	IND					GOV	BUS												0	042	042	04	1	1.9	10	1	10	-0.58139534883721	4	Himachal, Uttaranchal, India	IN	IN39	70282	30	80	-2102615	0								4	Himachal, Uttaranchal, India	IN	IN39	70282	30	80	-2102615	20220825070000	https://www.thecitizen.in/india/the-hills-are-alive-with-political-drama-334536
1060098931	20220825	202208	2022	2022.6438	IRL	DUBLIN	IRL																		1	010	010	01	1	0.0	10	1	10	-2.89256198347108	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220825070000	https://www.newstalk.com/news/study-warns-one-in-five-sex-workers-abused-by-gardai-1375849
1060098932	20220825	202208	2022	2022.6438	IRL	IRELAND	IRL																		1	022	022	02	1	3.2	10	1	10	-3.2258064516129	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20220825070000	https://www.midwestradio.ie/index.php/news/60244-church-leaders-call-for-action-to-tackle-cost-of-living-crisis
1060098933	20220825	202208	2022	2022.6438	IRL	IRISH	IRL								FRA	LYON	FRA								1	036	036	03	1	4.0	5	1	5	2.94840294840295	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220825070000	https://www.investegate.co.uk/malin-corp-plc--0y71-/rns/notice-of-2022-interim-results/202208250700041253X/
1060098934	20220825	202208	2022	2022.6438	IRL	IRELAND	IRL								MED	PUBLICATION						MED			1	036	036	03	1	4.0	2	1	2	2.94840294840295	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220825070000	https://www.investegate.co.uk/malin-corp-plc--0y71-/rns/notice-of-2022-interim-results/202208250700041253X/
1060098935	20220825	202208	2022	2022.6438	IRQ	MOSUL	IRQ																		0	040	040	04	1	1.0	20	2	20	-12.1632374503797	1	Iraq	IZ	IZ		33	44	IZ	0								1	Iraq	IZ	IZ		33	44	IZ	20220825070000	https://www.thelocal.ch/20220825/woman-on-trial-over-rare-jihadist-attack-in-switzerland/
1060098936	20220825	202208	2022	2022.6438	IRQ	MOSUL	IRQ																		0	190	190	19	4	-10.0	2	1	2	-12.248322147651	1	Iraq	IZ	IZ		33	44	IZ	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220825070000	https://tnp.straitstimes.com/news/world/woman-trial-over-rare-jihadist-attack-switzerland
1060098937	20220825	202208	2022	2022.6438	JEW	JEWISH				JEW															0	017	017	01	1	0.0	5	1	5	0.41322314049586	4	Habonim, Ha?afon, Israel	IS	IS03	18314	32.9745	35.6039	-780379	0								4	Habonim, Ha?afon, Israel	IS	IS03	18314	32.9745	35.6039	-780379	20220825070000	https://www.tabletmag.com/sections/community/articles/right-time-for-bat-mitzvah
1060098938	20220825	202208	2022	2022.6438	JPN	NARA	JPN								COP	POLICE CHIEF						COP			0	010	010	01	1	0.0	96	16	96	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098939	20220825	202208	2022	2022.6438	JPN	NARA	JPN								COP	POLICE CHIEF						COP			0	0831	083	08	2	5.0	96	16	96	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098940	20220825	202208	2022	2022.6438	JPN	NARA	JPN								COP	POLICE CHIEF						COP			0	186	186	18	4	-10.0	96	16	96	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098941	20220825	202208	2022	2022.6438	JPN	TOKYO	JPN								JPNELI	SHINZO ABE	JPN					ELI			1	090	090	09	2	-2.0	3	1	3	-4.85436893203884	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825070000	https://mb.com.ph/2022/08/25/japan-national-police-chief-resigns-over-abe-assassination/
1060098942	20220825	202208	2022	2022.6438	JPN	NARA	JPN								KOR	SOUTH KOREA	KOR								0	010	010	01	1	0.0	32	16	32	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098943	20220825	202208	2022	2022.6438	JPN	NARA	JPN								KOR	SOUTH KOREA	KOR								0	0831	083	08	2	5.0	32	16	32	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098944	20220825	202208	2022	2022.6438	JPN	NARA	JPN								KOR	SOUTH KOREA	KOR								0	186	186	18	4	-10.0	32	16	32	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098945	20220825	202208	2022	2022.6438	JPN	NARA	JPN								KORCOP	SOUTH KOREA	KOR					COP			0	010	010	01	1	0.0	32	16	32	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098946	20220825	202208	2022	2022.6438	JPN	NARA	JPN								KORCOP	SOUTH KOREA	KOR					COP			0	0831	083	08	2	5.0	32	16	32	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098947	20220825	202208	2022	2022.6438	JPN	NARA	JPN								KORCOP	SOUTH KOREA	KOR					COP			0	186	186	18	4	-10.0	32	16	32	-4.10538145949721	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825070000	https://www.falmouthpacket.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060098948	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD													0	010	010	01	1	0.0	6	1	3	-6.66666666666666	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220825070000	https://www.arkansasonline.com/news/2022/aug/25/fayetteville-jury-hears-emotional-testimony/
1060098949	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD													0	010	010	01	1	0.0	5	1	5	-7.19063545150501	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220825070000	https://www.havasunews.com/news/alleged-human-trafficker-released-from-custody/article_30ea381c-2437-11ed-be5d-273964b5e68d.html
1060098950	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD													0	010	010	01	1	0.0	2	1	2	-7.19063545150501	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	California, United States	US	USCA		36.17	-119.746	CA	20220825070000	https://www.havasunews.com/news/alleged-human-trafficker-released-from-custody/article_30ea381c-2437-11ed-be5d-273964b5e68d.html
1060098951	20220825	202208	2022	2022.6438	JUD	MAGISTRATE						JUD													1	015	015	01	1	0.0	6	1	6	-8.56164383561643	4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	0								4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	20220825070000	http://dailyexpress.com.my/news/198218/fined-rm3-500-for-splashing-pink-paint-on-man-s-house/
1060098952	20220825	202208	2022	2022.6438	JUD	COURT JUDGE						JUD													1	015	015	01	1	0.0	6	1	6	-7.02875399361023	1	Indonesia	ID	ID		-5	120	ID	0								1	Indonesia	ID	ID		-5	120	ID	20220825070000	http://dailyexpress.com.my/news/198219/fined-rm75k-over-15-illegals/
1060098953	20220825	202208	2022	2022.6438	JUD	JUDGE						JUD													0	020	020	02	1	3.0	6	1	6	-6.66666666666666	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220825070000	https://www.arkansasonline.com/news/2022/aug/25/fayetteville-jury-hears-emotional-testimony/
1060098954	20220825	202208	2022	2022.6438	JUD	PROSECUTING OFFICER						JUD													0	020	020	02	1	3.0	10	1	10	-7.02875399361023	1	Indonesia	ID	ID		-5	120	ID	0								1	Indonesia	ID	ID		-5	120	ID	20220825070000	http://dailyexpress.com.my/news/198219/fined-rm75k-over-15-illegals/
1060098955	20220825	202208	2022	2022.6438	JUD	ADVOCATE						JUD													1	043	043	04	1	2.8	2	1	2	1.5748031496063	3	Darke County, Ohio, United States	US	USOH	OH037	40.1334	-84.6166	1074031	0								3	Darke County, Ohio, United States	US	USOH		40.1334	-84.6166	1074031	20220825070000	https://www.dailyadvocate.com/2022/08/25/shared-harvest-food-distributions-return-to-darke-county/
1060098956	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD													0	051	051	05	1	3.4	3	1	3	-0.9433962264151	4	Tawau, Sabah, Malaysia	MY	MY16	18585	4.2498	117.887	-2403984	0								4	Tawau, Sabah, Malaysia	MY	MY16	18585	4.2498	117.887	-2403984	20220825070000	http://dailyexpress.com.my/news/198214/gender-bias-despite-prohibition/
1060098957	20220825	202208	2022	2022.6438	JUD	COUNSEL						JUD													0	060	060	06	2	6.0	6	1	6	-7.08812260536399	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220825070000	https://www.theguardian.com/australia-news/2022/aug/25/triage-nurse-tells-inquest-into-wa-girls-sepsis-death-that-exhausted-staff-were-under-pressure
1060098958	20220825	202208	2022	2022.6438	JUD	JUDGE						JUD													0	112	112	11	3	-2.0	10	1	10	-6.06796116504854	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220825070000	http://dailyexpress.com.my/news/198217/unlawful-detention-khairuddin-awarded-rm300-000-in-damages/
1060098959	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD													0	173	173	17	4	-5.0	10	1	10	-7.19063545150501	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220825070000	https://www.havasunews.com/news/alleged-human-trafficker-released-from-custody/article_30ea381c-2437-11ed-be5d-273964b5e68d.html
1060098960	20220825	202208	2022	2022.6438	JUD	COUNSEL						JUD			AUS	AUSTRALIA	AUS								0	060	060	06	2	6.0	4	1	4	-7.08812260536399	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220825070000	https://www.theguardian.com/australia-news/2022/aug/25/triage-nurse-tells-inquest-into-wa-girls-sepsis-death-that-exhausted-staff-were-under-pressure
1060098961	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD			EDU	STUDENT						EDU			1	182	182	18	4	-9.5	4	1	4	-11.8067978533094	4	Ayotzinapa, Guerrero, Mexico	MX	MX12	19931	17.55	-98.75	-1651900	4	Ayotzinapa, Guerrero, Mexico	MX	MX12	19931	17.55	-98.75	-1651900	4	Ayotzinapa, Guerrero, Mexico	MX	MX12	19931	17.55	-98.75	-1651900	20220825070000	https://www.thejournal.ie/mexican-students-attorney-general-5848826-Aug2022/
1060098962	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD			EDU	STUDENT						EDU			1	182	182	18	4	-9.5	6	1	6	-11.8067978533094	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220825070000	https://www.thejournal.ie/mexican-students-attorney-general-5848826-Aug2022/
1060098963	20220825	202208	2022	2022.6438	JUD	HIGH COURT						JUD			JORELI	HASSAN	JOR					ELI			1	1712	171	17	4	-9.2	2	1	2	-6.06796116504854	4	Supt, Franche-ComtéR, France	FR	FRA6	16274	46.8496	5.95777	-1471788	1	Singapore	SN	SN		1.366667	103.8	SN	1	Hong Kong	HK	HK		22.25	114.166667	HK	20220825070000	http://dailyexpress.com.my/news/198217/unlawful-detention-khairuddin-awarded-rm300-000-in-damages/
1060098964	20220825	202208	2022	2022.6438	JUD	HIGH COURT						JUD			JORELI	HASSAN	JOR					ELI			1	1712	171	17	4	-9.2	4	1	4	-6.06796116504854	1	United Kingdom	UK	UK		54	-4	UK	1	Singapore	SN	SN		1.366667	103.8	SN	4	Supt, Franche-ComtéR, France	FR	FRA6	16274	46.8496	5.95777	-1471788	20220825070000	http://dailyexpress.com.my/news/198217/unlawful-detention-khairuddin-awarded-rm300-000-in-damages/
1060098965	20220825	202208	2022	2022.6438	JUD	FEDERAL JUDICIARY						JUD			MEX	MEXICO	MEX								1	173	173	17	4	-5.0	2	1	2	-10.828025477707	4	Ayotzinapa, Guerrero, Mexico	MX	MX12	19931	17.55	-98.75	-1651900	4	Ayotzinapa, Guerrero, Mexico	MX	MX12	19931	17.55	-98.75	-1651900	4	Ayotzinapa, Guerrero, Mexico	MX	MX12	19931	17.55	-98.75	-1651900	20220825070000	https://www.urdupoint.com/en/miscellaneous/mexico-ex-attorney-general-to-face-trial-over-1551991.html
